,id,title,year,overview,ratings,genres,popularity,cast,poster
4658,4658,Edge of Darkness,2010,"As homicide detective Thomas Craven investigates the murder of his activist daughter, he uncovers a corporate cover-up and government conspiracy that attracts an agent tasked with cleaning up the evidence.",6.6,"Action, Drama, Thriller            ",95604,"Martin Campbell,Mel Gibson,Ray Winstone,Danny Huston,Bojana Novakovic,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4659,4659,Mission to Mars,2000,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",5.6,"Adventure, Sci-Fi, Thriller            ",74254,"Brian De Palma,Tim Robbins,Gary Sinise,Don Cheadle,Connie Nielsen,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4660,4660,TMNT,2007,"When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it.",6.2,"Animation, Action, Adventure            ",65518,"Kevin Munroe,Patrick Stewart,Mako,Chris Evans,Sarah Michelle Gellar,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4661,4661,The Real Housewives of Potomac,2016 ,"We follow the lives of 6 women residents of Potomac, Maryland, each in various stages of life and affluence, shaping their community and their lives.",5.3,Reality-TV            ,1124,"Gizelle Bryant,Karen Huger,Robyn Dixon,Ashley Darby,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4662,4662,Captain Corelli's Mandolin,2001,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",5.9,"Drama, Music, Romance            ",34846,"John Madden,Nicolas Cage,Penélope Cruz,John Hurt,Christian Bale,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4663,4663,Knight Rider,2009,"A former Army Ranger, an FBI agent and a young woman search for the culprits who want the crime-fighting car KITT.",5.5,"Adventure, Mystery, Thriller            ",9623,"Justin Bruening,Deanna Russo,Paul Campbell,Smith Cho,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4664,4664,Antwone Fisher,2002,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",7.3,"Biography, Drama            ",36485,"Denzel Washington,Denzel Washington,Derek Luke,Joy Bryant,Malcolm David Kelley,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4665,4665,The Slap,2015,A once happy family suddenly begins to fall apart following a seemingly minor incident in which a man slaps another couple's misbehaving child.,6.2,Drama            ,3603,"Brian Cox,Melissa George,Lucas Hedges,Marin Ireland,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4666,4666,Session 9,2001,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,6.4,"Drama, Horror, Mystery            ",59913,"Brad Anderson,David Caruso,Stephen Gevedon,Paul Guilfoyle,Josh Lucas,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4667,4667,Other Side of the Box,2018,A couple receives a mysterious package from an old friend.,7.3,"Short, Horror, Thriller            ",976,"Caleb J. Phillips,Nick Tag,Teagan Rose,Josh Schell,Tyler Pochop,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4668,4668,Ju-on,2002,A mysterious and vengeful spirit marks and pursues anybody who dares enter the house in which it resides.,6.7,Horror            ,45520,"Takashi Shimizu,Megumi Okina,Misaki Itô,Misa Uehara,Yui Ichikawa,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4669,4669,Are We There Yet?,2005,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",4.7,"Adventure, Comedy, Family            ",32873,"Brian Levant,Ice Cube,Nia Long,Aleisha Allen,Philip Bolden,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4670,4670,Aus dem Nichts,2017,"Katja's life collapses after the deaths of her husband and son in a bomb attack. After a time of mourning and injustice, Katja seeks revenge.",7.1,"Crime, Drama, Thriller            ",33667,"Fatih Akin,Numan Acar,Adam Bousdoukos,Diane Kruger,Denis Moschitto,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4671,4671,Monster-in-Law,2005,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",5.5,"Comedy, Romance            ",62752,"Robert Luketic,Jennifer Lopez,Michael Vartan,Jane Fonda,Wanda Sykes,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4672,4672,Barbie as the Princess and the Pauper,2004 Video,"Inspired by Mark Twain's fascinating novel, Princess Anneliese finds an unexpected friendship when she meets her humble look-alike, Erika. Will the Princess and the Pauper thwart the plans of the Queen's scheming advisor, Preminger?",6.9,"Animation, Comedy, Family            ",7388,"William Lau,Kelly Sheridan,Melissa Lyons,Julie Stevens,Mark Hildreth,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4673,4673,Winter Castle,2019 TV Movie,"When Jenny attends her sister's winter wedding at an ice hotel, her heart melts over the best man, the problem is he unexpectedly brings a ""plus one,"" seemingly dashing her hopes for a wintery romance.",6.5,"Drama, Family, Romance            ",1694,"Marita Grabiak,Emilie Ullerup,Kevin McGarry,Meghan Heffern,Habree Larratt,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4674,4674,Sex Life,2019 ,Voyeuristic documentary series about titillating sexual and erotic experiences.,5.3,Documentary            ,221,"Rev Rucifer,Barbara Ann Duffy,Vera Duffy,Lindsay Glazer,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4675,4675,Water for Elephants,2011,"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.",6.9,"Drama, Romance            ",117448,"Francis Lawrence,Robert Pattinson,Reese Witherspoon,Christoph Waltz,Paul Schneider,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4676,4676,Secretariat,2010,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",7.2,"Biography, Drama, Family            ",29071,"Randall Wallace,Diane Lane,John Malkovich,Margo Martindale,Nelsan Ellis,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4677,4677,Are You Afraid of the Dark?,2022,"An anthology series that follows different chapters of the Midnight Society, a group of teenagers who gather at midnight to tell scary stories, such as the Carnival of Doom, Curse of the Shadows, and Ghost Island.",7.1,"Adventure, Drama, Fantasy            ",2482,"Bryce Gheisar,Malia Baker,Beatrice Kitsos,Arjun Athalye,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4678,4678,Tipping the Velvet,2002,The story of Nan Astley who falls in love with three different women on her journey to stardom and happiness in 1887 Victorian England.,7.7,"Drama, Romance            ",8243,"Rachael Stirling,Keeley Hawes,Jodhi May,Alexei Sayle,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4679,4679,Kill the Messenger,2014,"Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.",6.9,"Biography, Crime, Drama            ",47374,"Michael Cuesta,Jeremy Renner,Robert Patrick,Jena Sims,Robert Pralgo,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4680,4680,Anthony Bourdain: Parts Unknown,2018,"Anthony Bourdain visits countries, delving into their political issues as well as indigenous food and culture.",8.8,"Documentary, Adventure            ",6365,"Anthony Bourdain,Tom Vitale,David Scott Holloway,Eric Ripert,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4681,4681,Untraceable,2008,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",6.2,"Crime, Mystery, Thriller            ",51312,"Gregory Hoblit,Diane Lane,Colin Hanks,Joseph Cross,Billy Burke,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4682,4682,The Scorpion King 2: Rise of a Warrior,2008 Video,"After witnessing his father's murder by the hand of the ruthless General Sargon, Mathayus travels to the Underworld to retrieve the enchanted Sword of Damocles from the dark deity, Astarte. Can he thwart the usurper's megalomaniac vision?",3.8,"Action, Adventure, Fantasy            ",14063,"Russell Mulcahy,Michael Copon,Karen David,Simon Quarterman,Tom Wu,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4683,4683,Mistresses,I 20132016,"Follows the scandalous lives of a group of four girlfriends, each on her own path to self-discovery as they brave the turbulent journey together.",7,"Drama, Romance, Thriller            ",13671,"Alyssa Milano,Jes Macallan,Rochelle Aytes,Yunjin Kim,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4684,4684,Dumb and Dumberer: When Harry Met Lloyd,2003,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,3.4,Comedy            ,40451,"Troy Miller,Derek Richardson,Eric Christian Olsen,Eugene Levy,Timothy Stack,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4685,4685,Dude,2018,A group of teenage girlfriends deal with their impending graduation from high school.,5.1,"Comedy, Drama            ",7260,"Olivia Milch,Lucy Hale,Kathryn Prescott,Alexandra Shipp,Awkwafina,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4686,4686,Alvin and the Chipmunks: The Road Chip,2015,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,4.9,"Animation, Adventure, Comedy            ",20415,"Walt Becker,Jason Lee,Justin Long,Matthew Gray Gubler,Jesse McCartney,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4687,4687,Hoot,2006,"A young man (Lerman) moves from Montana to Florida with his family, where he's compelled to engage in a fight to protect a population of endangered owls.",5.5,"Adventure, Comedy, Family            ",8485,"Wil Shriner,Logan Lerman,Luke Wilson,Brie Larson,Tim Blake Nelson,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4688,4688,Wild Wild Country,2018,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal.",8.1,"Documentary, Crime            ",32010,"Ma Anand Sheela,Philip Toelkes,Jane Stork,George Meredith,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4689,4689,Notorious,2009,"The life and death story of The Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",6.7,"Biography, Crime, Drama            ",44412,"George Tillman Jr.,Jamal Woolard,Anthony Mackie,Derek Luke,Momo Dione,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4690,4690,Hand of God,2017,A morally-corrupt judge suffers a breakdown and believes God is compelling him onto a path of vigilante justice.,7.5,"Crime, Drama            ",11628,"Garret Dillahunt,Emayatzy Corinealdi,Julian Acosta,Ron Perlman,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4691,4691,Alvin and the Chipmunks: Chipwrecked,2011,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",4.3,"Animation, Adventure, Comedy            ",36422,"Mike Mitchell,Justin Long,Matthew Gray Gubler,Jesse McCartney,Jason Lee,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4692,4692,Bubble Boy,2001,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.,5.7,"Adventure, Comedy, Romance            ",33858,"Blair Hayes,Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton,Danny Trejo,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4693,4693,Equals,2015,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",6,"Drama, Romance, Sci-Fi            ",31263,"Drake Doremus,Nicholas Hoult,Kristen Stewart,Vernetta Lopez,Scott Lawrence,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4694,4694,Just Add Magic,2019,Three friends cook up spells to unlock the secrets and curses that befall their small town.,8.4,"Comedy, Drama, Family            ",3072,"Abby Donnelly,Aubrey K. Miller,Olivia Sanabia,Judah Bellamy,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4695,4695,Rubber,2010,"A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession.",5.7,"Comedy, Fantasy, Horror            ",38059,"Quentin Dupieux,Stephen Spinella,Roxane Mesquida,Wings Hauser,Jack Plotnick,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4696,4696,The Intruder,I 2019,"A young married couple buy a beautiful house on several acres of land, only to find out that the man they bought it from refuses to let go of the property.",5.6,"Horror, Thriller            ",18440,"Deon Taylor,Michael Ealy,Meagan Good,Dennis Quaid,Joseph Sikora,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4697,4697,Daniel Tiger's Neighborhood,2012 ,The adventures of the children of the characters of Fred Rogers' Neighborhood of Make-Believe.,7.5,"Animation, Family, Fantasy            ",1252,"Addison Holley,Ted Dykstra,Heather Bambrick,Amariah Faulkner,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4698,4698,CSI: Cyber,2016,Special agent Avery Ryan works to solve crimes as a CyberPsychologist for the FBI.,5.4,"Crime, Drama, Mystery            ",11174,"Patricia Arquette,James Van Der Beek,Shad Moss,Charley Koontz,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4699,4699,The Ring Two,2005,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",5.4,"Horror, Mystery            ",97478,"Hideo Nakata,Naomi Watts,David Dorfman,Sissy Spacek,Simon Baker,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4700,4700,Ben 10: Omniverse,2014,"The continuing adventures of Ben Tennyson (Yuri Lowenthal) and his new partner, Rook Blonko (Bumper Robinson).",6.1,"Animation, Action, Adventure            ",5808,"Yuri Lowenthal,Bumper Robinson,Eric Bauza,Paul Eiding,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4701,4701,Room 104,2020,"Anthology series set in room 104 of a seemingly average American motel, each time telling a different story of the assorted guests who pass through, which can range from funny and fantastical to dramatic and horrifying.",6.1,"Comedy, Drama, Fantasy            ",5866,"Jennifer Lafleur,Jon Bass,Jenny Leonhardt,Kristina Harrison,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4702,4702,Mr. Magorium's Wonder Emporium,2007,"The young apprentice of a magical, eccentric toy store owner learns to believe in herself, and in her friends, upon learning some grave news about the future.",6.2,"Comedy, Family, Fantasy            ",46417,"Zach Helm,Natalie Portman,Dustin Hoffman,Jason Bateman,Ted Ludzik,","https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
4703,4703,Wilfred,2014,The story of a depressed man who inexplicably is the only one who can see his neighbor's dog as a full grown man in a dog suit.,7.8,"Comedy, Drama, Mystery            ",43082,"Elijah Wood,Jason Gann,Fiona Gubelmann,Dorian Brown Pham,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4704,4704,The Good Karma Hospital,2022,"Doctor Ruby Walker arrives in India looking for a job and a distraction from her heartbreak. She anticipates the sunshine and picture-perfect beaches, but not the realities of work at an under-resourced hospital.",7.9,Drama            ,2581,"Amanda Redman,Darshan Jariwala,Nimmi Harasgama,Neil Morrissey,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4705,4705,Ibiza,2018,A young American woman and her two best friends seek out a hot DJ in Spain.,5.2,"Comedy, Romance            ",17998,"Alex Richanbach,Gwen Elizabeth Duchon,Gillian Jacobs,Michaela Watkins,Phoebe Robinson,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4706,4706,Romeo Must Die,2000,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,6.1,"Action, Crime, Thriller            ",71298,"Andrzej Bartkowiak,Jet Li,Aaliyah,Isaiah Washington,Russell Wong,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4707,4707,Dangshini Jamdeun Saie,2017,"The drama is about a woman, Nam Hong Joo, who can see accidents that take place in the future through her dreams. And a prosecutor, Jung Jae Chan, who struggles to stop the woman's dreams from coming true.",8.3,"Comedy, Drama, Fantasy            ",7762,"Bae Suzy,Lee Jong-Suk,Jung Hae-in,Lee Sang-Yeob,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4708,4708,Mum,2019,"After the death of her husband, a woman attempts to rebuild her life while surrounded by her sometimes problematic family and friends.",8.3,Comedy            ,3167,"Lesley Manville,Peter Mullan,Sam Swainsbury,Lisa McGrillis,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4709,4709,Monte Carlo,2011,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,5.8,"Adventure, Comedy, Family            ",45823,"Thomas Bezucha,Selena Gomez,Leighton Meester,Katie Cassidy,Cory Monteith,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4710,4710,Accused,2012,"Created by Jimmy McGovern, each episode of this series examines a person who is accused of a crime and what led them to end up in the Dock.",7.9,"Crime, Drama, Mystery            ",2497,"Michael Maloney,Chord Melodic,Andrew Readman,Rosina Carbone,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4711,4711,Minutemen,2008 TV Movie,A comedy/sci-fi/adventure about three high school kids who invent a 10 minute time machine to spare others just like them from the humiliation they've endured.,5.8,"Adventure, Comedy, Family            ",6173,"Lev L. Spiro,Jason Dolley,Luke Benward,Nicholas Braun,Chelsea Kane,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4712,4712,The Zero Theorem,2013,"A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves.",6,"Comedy, Drama, Fantasy            ",48148,"Terry Gilliam,Christoph Waltz,Lucas Hedges,Mélanie Thierry,David Thewlis,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4713,4713,Hobo with a Shotgun,2011,"A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",6.1,"Action, Comedy, Horror            ",46954,"Jason Eisener,Rutger Hauer,Pasha Ebrahimi,Robb Wells,Brian Downey,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4714,4714,The Ward,2010,An institutionalized young woman becomes terrorized by a ghost.,5.5,"Horror, Mystery, Thriller            ",43270,"John Carpenter,Amber Heard,Mamie Gummer,Danielle Panabaker,Laura-Leigh,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4715,4715,Project Almanac,2015,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",6.3,"Drama, Mystery, Sci-Fi            ",81219,"Dean Israelite,Amy Landecker,Sofia Black-D'Elia,Virginia Gardner,Jonny Weston,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4716,4716,Uptown Girls,2003,A grown-up woman who kept her childish instincts and behavior starts working as the nanny of an 8-year-old girl who actually acts like an adult. But everything ends right-side up.,6.1,"Comedy, Drama, Romance            ",39512,"Boaz Yakin,Brittany Murphy,Dakota Fanning,Heather Locklear,Jesse Spencer,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4717,4717,Ridiculousness,2011 ,Rob Dyrdek shows us some of the funniest videos with two of his friends.,6.3,"Comedy, Reality-TV            ",7218,"Rob Dyrdek,Chanel West Coast,Sterling Brim,Brendan Schaub,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4718,4718,Gedo senki,2006,"In a mythical land, a man and a young boy investigate a series of unusual occurrences.",6.3,"Animation, Adventure, Fantasy            ",40732,"Gorô Miyazaki,Timothy Dalton,Willem Dafoe,Mariska Hargitay,Jun'ichi Okada,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
4719,4719,London Boulevard,2010,An ex-con with a reputation tries to go straight by working as a handy man for a reclusive actress but this is unfortunately not the wish of London's underground crime lord.,6.2,"Crime, Drama            ",48972,"William Monahan,Colin Farrell,Keira Knightley,Ray Winstone,David Thewlis,","https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
