,id,title,year,overview,ratings,genres,popularity,cast,poster
0,0,The Walking Dead,2022,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,8.1,"Drama, Horror, Thriller            ",999787,"Andrew Lincoln,Norman Reedus,Melissa McBride,Lauren Cohan,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
1,1,Jack Ryan,2018 ,"Up-and-coming CIA analyst, Jack Ryan, is thrust into dangerous field assignments.",8,"Action, Drama, Thriller            ",138760,"John Krasinski,Wendell Pierce,Michael Kelly,John Hoogenakker,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
2,2,Knives Out,2019,"A detective investigates the death of the patriarch of an eccentric, combative family.",7.9,"Comedy, Crime, Drama            ",687013,"Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
3,3,Game of Thrones,2019,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",9.2,"Action, Adventure, Drama            ",2110375,"Emilia Clarke,Peter Dinklage,Kit Harington,Lena Headey,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
4,4,Avatar,2009,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,7.9,"Action, Adventure, Fantasy            ",1306723,"James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
5,5,Servant,2023,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens a door for a mysterious force to enter their home.,7.5,"Drama, Horror, Mystery            ",36970,"Lauren Ambrose,Toby Kebbell,Nell Tiger Free,Rupert Grint,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
6,6,Happy Valley,2023,Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,8.5,"Crime, Drama, Thriller            ",43468,"Sarah Lancashire,Siobhan Finneran,Shane Zaza,Charlie Murphy,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
7,7,Breaking Bad,2013,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.,9.5,"Crime, Drama, Thriller            ",1901021,"Bryan Cranston,Aaron Paul,Anna Gunn,Betsy Brandt,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
8,8,Criminal Minds,2005 ,A group of criminal profilers who work for the FBI as members of its Behavioral Analysis Unit (BAU) using behavioral analysis and profiling to help investigate crimes and find the suspect known as the unsub.,8.1,"Crime, Drama, Mystery            ",201331,"Kirsten Vangsness,Matthew Gray Gubler,A.J. Cook,Joe Mantegna,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
9,9,You,2018 ,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",7.7,"Crime, Drama, Romance            ",247098,"Penn Badgley,Victoria Pedretti,Tati Gabrielle,Ambyr Childers,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
10,10,Better Call Saul,2022,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,8.9,"Crime, Drama            ",538964,"Bob Odenkirk,Rhea Seehorn,Jonathan Banks,Patrick Fabian,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
11,11,Stranger Things,2016 ,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.",8.7,"Drama, Fantasy, Horror            ",1200649,"Millie Bobby Brown,Finn Wolfhard,Winona Ryder,David Harbour,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
12,12,The Crown,2023,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,8.6,"Biography, Drama, History            ",223523,"Claire Foy,Olivia Colman,Imelda Staunton,Matt Smith,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
13,13,His Dark Materials,2022,A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,7.8,"Adventure, Drama, Family            ",74374,"Dafne Keen,Kit Connor,Ruth Wilson,Amir Wilson,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
14,14,The Boys,2019 ,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,8.7,"Action, Comedy, Crime            ",514961,"Karl Urban,Jack Quaid,Antony Starr,Erin Moriarty,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
15,15,The Office,2013,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",9,Comedy            ,608925,"Steve Carell,Jenna Fischer,John Krasinski,Rainn Wilson,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
16,16,Grey's Anatomy,2005 ,A drama centered on the personal and professional lives of five surgical interns and their supervisors.,7.6,"Drama, Romance            ",312487,"Ellen Pompeo,Chandra Wilson,James Pickens Jr.,Justin Chambers,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
17,17,NCIS: Naval Criminal Investigative Service,2003 ,"The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team.",7.8,"Action, Crime, Drama            ",149700,"David McCallum,Mark Harmon,Sean Murray,Pauley Perrette,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
18,18,Peaky Blinders,2022,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",8.8,"Crime, Drama            ",557353,"Cillian Murphy,Paul Anderson,Sophie Rundle,Helen McCrory,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
19,19,Supernatural,2020,"Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.",8.4,"Drama, Fantasy, Horror            ",449278,"Jared Padalecki,Jensen Ackles,Jim Beaver,Misha Collins,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
20,20,New Amsterdam,2023,A new medical director breaks the rules to heal the system at America's oldest public hospital.,8,Drama            ,39875,"Ryan Eggold,Janet Montgomery,Jocko Sims,Tyler Labine,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
21,21,Succession,2018 ,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",8.8,Drama            ,153917,"Nicholas Braun,Brian Cox,Kieran Culkin,Peter Friedman,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
22,22,The Rookie,2018 ,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",8,"Action, Crime, Drama            ",42077,"Nathan Fillion,Alyssa Diaz,Richard T. Jones,Melissa O'Neil,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
23,23,The Big Bang Theory,2019,A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,8.2,"Comedy, Romance            ",813995,"Johnny Galecki,Jim Parsons,Kaley Cuoco,Simon Helberg,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
24,24,The Witcher,2019 ,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",8.1,"Action, Adventure, Drama            ",502063,"Henry Cavill,Freya Allan,Anya Chalotra,Mimi Ndiweni,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
25,25,Doctor Who,2005 ,The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.,8.6,"Adventure, Drama, Sci-Fi            ",227661,"Jodie Whittaker,Peter Capaldi,Pearl Mackie,Matt Smith,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
26,26,Once Upon a Time in Hollywood,2019,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,7.6,"Comedy, Drama            ",746399,"Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
27,27,Vikings,2020,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.",8.5,"Action, Adventure, Drama            ",537210,"Katheryn Winnick,Gustaf Skarsgård,Alexander Ludwig,Georgia Hirst,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
28,28,Rick and Morty,2013 ,An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,9.1,"Animation, Adventure, Comedy            ",530951,"Justin Roiland,Chris Parnell,Spencer Grammer,Sarah Chalke,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
29,29,Young Sheldon,2017 ,"Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon, who is socially impaired.",7.6,Comedy            ,64807,"Iain Armitage,Zoe Perry,Lance Barber,Montana Jordan,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
30,30,Euphoria,2019 ,"A look at life for a group of high school students as they grapple with issues of drugs, sex, and violence.",8.4,Drama            ,190603,"Zendaya,Hunter Schafer,Angus Cloud,Maude Apatow,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
31,31,American Horror Story,2011 ,"An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show circus, a haunted hotel, a possessed farmhouse, a cult, the apocalypse, a slasher summer camp, a bleak beach town and desert valley, and NYC.",8,"Drama, Horror, Sci-Fi            ",322237,"Lady Gaga,Kathy Bates,Angela Bassett,Sarah Paulson,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
32,32,Suits,2019,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.",8.5,"Comedy, Drama            ",414771,"Gabriel Macht,Patrick J. Adams,Meghan Duchess of Sussex,Sarah Rafferty,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
33,33,It's Always Sunny in Philadelphia,2005 ,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,8.8,Comedy            ,228320,"Charlie Day,Rob McElhenney,Kaitlin Olson,Glenn Howerton,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
34,34,Modern Family,2020,Three different but related families face trials and tribulations in their own uniquely comedic ways.,8.5,"Comedy, Drama, Romance            ",435574,"Ed O'Neill,Sofía Vergara,Julie Bowen,Ty Burrell,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
35,35,True Detective,2019,"Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",8.9,"Crime, Drama, Mystery            ",576444,"Vince Vaughn,Colin Farrell,Rachel McAdams,Taylor Kitsch,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
36,36,Death in Paradise,2011 ,A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex murders.,7.8,"Comedy, Crime, Drama            ",22216,"Elizabeth Bourgine,Don Warrington,Danny John-Jules,Tobi Bakare,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
37,37,Shameless,2021,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",8.6,"Comedy, Drama            ",246020,"Emmy Rossum,William H. Macy,Ethan Cutkosky,Jeremy Allen White,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
38,38,The Blacklist,2013 ,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",8,"Crime, Drama, Mystery            ",252292,"James Spader,Megan Boone,Diego Klattenhoff,Ryan Eggold,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
39,39,Bones,2017,"Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.",7.8,"Comedy, Crime, Drama            ",162092,"Emily Deschanel,David Boreanaz,Michaela Conlin,T.J. Thyne,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
40,40,Doom Patrol,2019 ,The adventures of an idealistic mad scientist and his field team of superpowered outcasts.,7.8,"Action, Adventure, Comedy            ",54283,"Diane Guerrero,April Bowlby,Matt Bomer,Brendan Fraser,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
41,41,The Handmaid's Tale,2017 ,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",8.4,"Drama, Sci-Fi, Thriller            ",241375,"Elisabeth Moss,Yvonne Strahovski,Ann Dowd,O-T Fagbenle,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
42,42,The Mandalorian,2019 ,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",8.7,"Action, Adventure, Fantasy            ",487884,"Pedro Pascal,Carl Weathers,Giancarlo Esposito,Chris Bartlett,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
43,43,Harry Potter and the Sorcerer's Stone,2001,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",7.6,"Adventure, Family, Fantasy            ",787216,"Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
44,44,Black Mirror,2019,"An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.",8.8,"Drama, Mystery, Sci-Fi            ",553092,"Daniel Lapaine,Hannah John-Kamen,Michaela Coel,Beatrice Robertson-Jones,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
45,45,NCIS: Los Angeles,2009 ,"The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.",6.8,"Action, Crime, Drama            ",54389,"Chris O'Donnell,Daniela Ruah,LL Cool J,Eric Christian Olsen,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
46,46,The Wire,2008,"The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.",9.3,"Crime, Drama, Thriller            ",342893,"Dominic West,Lance Reddick,Sonja Sohn,Wendell Pierce,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
47,47,Shingeki no Kyojin,2023,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",9,"Animation, Action, Adventure            ",377676,"Josh Grelle,Bryce Papenbrook,Yûki Kaji,Yui Ishikawa,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
48,48,Dark,2020,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",8.7,"Crime, Drama, Mystery            ",394741,"Louis Hofmann,Karoline Eichhorn,Lisa Vicari,Maja Schöne,","https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg"
49,49,Ozark,2022,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.",8.5,"Crime, Drama, Thriller            ",319131,"Jason Bateman,Laura Linney,Sofia Hublitz,Skylar Gaertner,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
50,50,The Last Kingdom,2022,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright.",8.5,"Action, Drama, History            ",142893,"Alexander Dreymon,Eliza Butterworth,Arnas Fedaravicius,Mark Rowley,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
51,51,Blue Bloods,2010 ,Revolves around a family of New York cops.,7.7,"Crime, Drama, Mystery            ",41586,"Donnie Wahlberg,Bridget Moynahan,Will Estes,Len Cariou,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
52,52,House M.D.,2012,An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.,8.7,"Drama, Mystery            ",468846,"Hugh Laurie,Omar Epps,Robert Sean Leonard,Jesse Spencer,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
53,53,Manifest,2018 ,"A commercial airliner suddenly reappears after being missing for five years. As those aboard reintegrate into society, they experience guiding voices and visions of events yet to occur, and soon a deeper mystery unfolds.",7.1,"Drama, Mystery, Sci-Fi            ",69448,"Melissa Roxburgh,Josh Dallas,J.R. Ramirez,Luna Blaise,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
54,54,Fear the Walking Dead,2023,"A Walking Dead spinoff set in Los Angeles, California. Follows two families who must band together to survive the undead apocalypse.",6.8,"Drama, Horror, Sci-Fi            ",131653,"Kim Dickens,Frank Dillane,Cliff Curtis,Rubén Blades,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
55,55,Puss in Boots,2011,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",6.6,"Animation, Adventure, Comedy            ",167490,"Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,Billy Bob Thornton,","https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg"
